,Find,Gender,Age,Name,MissingDay,Location,Description,IMG
89,믹스견 , 암컷 , 8살 , 이름(다롱이),2022-08-13,충청남도 부여군 부여읍 동남리 근처,몸은 어두운 갈색이고 귀와주둥이는 검은색임 목줄 없는 상태 낯가림이 있음,http://www.angel.or.kr/report/dog/upImg/1660706000_1953867187.jpg
90,진돗개 , 암컷 , 1살미만 , 이름(달래),2022-08-16,강원도 홍천군 집,얼굴 미간에 주름이 있습니다..,http://www.angel.or.kr/report/dog/upImg/1660705666_789931566.jpg
91,말티즈 , 수컷 , 9살 , 이름(양이),2022-08-15,"경상북도 경산시 경산유곡동근처, 대구한의대근처",목뒷쪽 종기가 나있어요 코가 까맣지 않고 색상이 변해있어요 한쪽귀가 안좋아요,http://www.angel.or.kr/report/dog/upImg/1660699418_1797893885.jpg
92,믹스견 , 암컷 , 3살 , 이름(예삐),2022-08-14,전라남도 강진군 월남저수지.달빛한옥마을.상월마을 주변,하얀색털이며 믹스견 5키로정도 나가는 작은아이입니다 겁이 많고 사람을 좋아합니다,http://www.angel.or.kr/report/dog/upImg/1660695621_1370174061.jpg
93,기타견종(리트리버혼종) , 암컷 , 3살 , 이름(이호식),2022-08-16,전라북도 전주시 완산구 삼례읍 석전리,"혀에 검은 점이 있음, 실종 당시 주황색 목줄을 매고 있음 눈동자가 갈색임 , 귀가 진한 갈색임",http://www.angel.or.kr/report/dog/upImg/1660662517_734968909.jpg
94,시바 , 수컷 , 5살 , 이름(로빈이),2022-08-08,전라남도 영암군 신금대교앞,머리등꼬리 라인이 검은색으로 덮여있고 빨간목줄있어요,http://www.angel.or.kr/report/dog/upImg/1660647741_1218022296.jpg
95,믹스견 , 암컷 , 1살미만 , 이름(보미),2022-08-15,전라남도 광양시 광양시 옥룡면 논실산장,여아/흰색 털에 곳곳에 잦은 검정색 털 배에 점박이 3개월 됨,http://www.angel.or.kr/report/dog/upImg/1660638664_1537217679.jpg
96,기타견종(믹스) , 암컷 , 2살 , 이름(하트),2022-08-15,충청북도 청주시 청원구 멍글멍글 펫글램핑 뒷산,"갈색, 흰색 섞인 털에 여우를 닮은 생김새를 하고 있으며 사람을 매우 무서워합니다.",
97,포메라니언 , 수컷 , 7살 , 이름(로또),2022-08-14,인천광역시 강화군 강화군 양사면 교동대교 앞 논길일대,인식칩 O 인식칩 조회시 황정숙으로 조회됩니다 털색이 흰색이지만 왼쪽 눈가에만 검은털이 자랍니다. 어릴적 부상으로 뒷다리 발톱이 자라지 않습니다,http://www.angel.or.kr/report/dog/upImg/1660638217_913676003.jpg
98,믹스견 , 수컷 , 나이모름 , 이름(복돌이),2022-08-14,경상남도 김해시 경상남도 김해시 장유면 수가로 360번길,"사람한테 경계가 심하고, 짖어요 털색은 누렁이고, 가슴부분에 흰부분이있어요",http://www.angel.or.kr/report/dog/upImg/1661238080_382566170.jpg
99,미니어처 푸들 , 암컷 , 4살 , 이름(밍크),2022-08-15,경기도 수원시 권선구 입북동 자이아파트 부근 농장 하우스 부근.,갈색 푸들입니다. (귀 안쪽에 피부염이 조금 있습니다.),http://www.angel.or.kr/report/dog/upImg/1660568244_1241433727.jpg
100,"기타견종(믹스견, 골든 리트리버 느낌 살짝) ", 암컷 , 1살미만 , 이름(왕이),2022-08-11,충청북도 영동군 양강면 묘동리 인근 도랑,발 끝이 하얗습니다. 생후2개월 됐어요. 약 4kg 정도 됩니다.,http://www.angel.or.kr/report/dog/upImg/1660485282_1093036222.jpg
101,진돗개 , 암컷 , 5살 , 이름(샬롬),2022-08-13,경상남도 함양군 함양 수동교회 근처,겁이많음 차랑 사람 무서워함,http://www.angel.or.kr/report/dog/upImg/1660451405_373520952.jpg
102,토이 푸들 , 수컷 , 8살 , 이름(짱아),2022-08-12,충청남도 홍성군 홍성군 황곡리 240번길,털을 깍음,http://www.angel.or.kr/report/dog/upImg/1660391092_2044851312.jpg
103,말티즈 , 수컷 , 나이모름 , 이름(찐따),2022-08-12,강원도 춘천시 강원도 춘천시 후평공단로 cu 입구,등쪽에 검은 반점같은게 있고 가끔씩 혀를 입 밖으로 내밈,
104, 5살,기타견종(스피치 믹스) , 암컷 , 5살,2022-08-11,경기도 포천시 소흘읍 위너스빌,이름:설 하얀색 털 귀 핑크색 꼬리 위로 말려있음 발바닥 핑크색 칩 내장되어있음,http://www.angel.or.kr/report/dog/upImg/1660371376_2144855123.jpg
105,믹스견 , 수컷 , 1살 , 이름(여울),2022-08-13,경기도 부천시 원미구 경기도 부천시 신흥로 백세장수촌 부근,전체적으로 밝은 누런색 삼각형 모양의 쳐진 귀 다리에 비해 몸통이 김 사자 꼬리 모양 사람 좋아함 실종 당시 목줄 착용x,http://www.angel.or.kr/report/dog/upImg/1660369476_1258923684.jpg
106,퍼그 , 암컷 , 6살 , 이름(난이),2022-08-09,서울특별시 마포구 성산1동. 하나로 골프부근.,퍼그이며 10키로 여자. 옷.목줄등.아무것도 착용하고 있지않았으며 체구에 비해 다리가 날씬한 체형입니다. 내장칩 없는 상태입니다 알러지 있는 아이라 얼릉찿아 약을먹여야합니다.,http://www.angel.or.kr/report/dog/upImg/1660315430_1096386921.jpg
107,믹스견 , 수컷 , 15살 , 이름(초코),2022-08-10,서울특별시 강북구 송중초등학교 근처,"털짧음, 입주변 털은 흰색, 코 살짝 까짐, 칩있음, 겁많음, 실종당시 목줄X",http://www.angel.or.kr/report/dog/upImg/1660285860_140302091.jpg
108,말티즈 , 수컷 , 1살미만 , 이름(최푸),2022-08-12,서울특별시 광진구 구의동 새발교회 근처입니다,말티푸입니다 활발하고 구의동 아차산 산근처집에서 아침에 없어졌습니다 짖음이많고 식탐이쎄요. 꼬리는 말려있습니다,http://www.angel.or.kr/report/dog/upImg/1660272243_510117903.jpg
109,진돗개 , 암컷 , 2살 , 이름(복길),2022-08-11,"경상북도 영주시 풍기읍 봉현면 유전1리,","꼬리가 짧으며, 목밑에 상처가 있음 목줄없고, 사람이 다가가면 도망감",http://www.angel.or.kr/report/dog/upImg/1660216466_2087761993.jpg
110,믹스견 , 암컷 , 1살미만 , 이름(미니),2022-08-10,충청북도 청주시 흥덕구 강내면 강내 석화길 8,"꼬리만 경계진 검은색, 미용한 상태, 겁 많음, 칩 있음 ( 칩 상 이름 검둥이 ) 미니야 부르면 반응할 수 있어요.",http://www.angel.or.kr/report/dog/upImg/1660209468_1418655903.jpg
111,기타견종 , 수컷 , 5살 , 이름(토삼이),2022-08-08,"부산광역시 동래구 부산 전자공고, 금강공원",흰색이랑 갈색이 섞여있고 여우처럼 생겼습니다.,http://www.angel.or.kr/report/dog/upImg/1660169758_533985283.jpg
112,진돗개 , 암컷 , 4살 , 이름(김정은),2022-08-09,경기도 남양주시 진건읍 경춘북로 문화마을 입구,"뒷목에 마이크로칩 삽입 아이보리 색 단모, 호박색 눈 출산 1회 경험 꼬리가 등쪽으로 말려 있음 중장년층 남성을 경계함 배와 엉덩이쪽 털이 뭉쳐있음 미간을 가로지르는 세로선 있음 검은색+연한 갈색 섞인 코",http://www.angel.or.kr/report/dog/upImg/1660040540_789934192.jpg
113,말티즈 , 수컷 , 2살 , 이름(탐이),2022-08-08,경기도 안양시 만안구 안양시 9동 병목안 삼거리,매우 겁이 많습니다. 검정색 말티푸인데요 가슴에 반달처럼 하얀색 털로 되어 있습니다,http://www.angel.or.kr/report/dog/upImg/1660029948_1538387837.jpg
114,아메리칸 핏 불 테리어 , 수컷 , 1살미만 , 이름(망치),2022-08-06,경기도 남양주시 진접읍 장현천로 연수원 근처,목줄인 체로 풀림,http://www.angel.or.kr/report/dog/upImg/1660027718_593271225.jpg
115,믹스견(진돗개 믹스) , 암컷 , 2살 , 이름(꿈이),2022-08-09,인천광역시 강화군 마니산로410번길,빨간색 목줄을 하고 있으며 20kg정도의 중형견입니다. 첨부한 사진 중 빨간 목줄입니다. 아직 애기라 겁이 많고 사람 손 타는 것을 피합니다. 꼭 좀 부탁드립니다. 간절합니다,http://www.angel.or.kr/report/dog/upImg/1660021507_411160362.jpg
116,치와와 , 수컷 , 3살 , 이름(연화),2022-08-08,대전광역시 대덕구 대전 대덕구 송촌남로 61 신진카센타 근처,갈색눈썹에 털이길고 머리위에 하얀털이 나있습니다,http://www.angel.or.kr/report/dog/upImg/1660010857_372944495.jpg
117,골든 리트리버 , 수컷 , 3살 , 이름(레오),2022-08-08,경기도 광주시 오포읍 신현리 825-59 아르테스,3-4살 추정이고 중성화 했습니다 비 오는 날 흥분하는 경향이 있어요 목줄은 없고 인식칩은 등록되어 있습니다 입 주변 털이 희고 치석이 조금 있어요 혀를 옆으로 늘어뜨리고 헥헥거립니다,http://www.angel.or.kr/report/dog/upImg/1659955074_879675421.jpg
118,말티즈 , 수컷 , 2살 , 이름(탐이),2022-08-08,경기도 안양시 만안구 병목안 삼거리,"앞가슴에 흰무늬, 하네스착용 X",http://www.angel.or.kr/report/dog/upImg/1659950681_1133085435.jpg
119,진돗개 , 암컷 , 2살 , 이름(봄이),2022-08-07,경기도 부천시 소사구 경기도 부천 삼정동 282 삼상어린이공원,진도믹스견 암컷 귀가 뾰족하고 노람 중성화되어있지않음. 코에 얼룩이 있음.,http://www.angel.or.kr/report/dog/upImg/1659936881_1598611584.jpg
120,진돗개 , 수컷 , 2살 , 이름(코요),2022-08-04,세종특별자치시 전체 장군면 은용리 바탕골,사람 무서워함,http://www.angel.or.kr/report/dog/upImg/1659930096_872112349.jpg
121,말티즈 , 암컷 , 10살 , 이름(금아),2022-08-07,충청남도 당진시 고대면 용두리 종합운동장 부근 도로,눈물자국 심함. 입주변 발까지 붉게 물들어 있어요 소형견이라 작고 낯가려요,http://www.angel.or.kr/report/dog/upImg/1659929949_1736446621.jpg
122,치와와 , 암컷 , 3살 , 이름(다미),2022-08-05,경기도 수원시 권선구 권선1동,검은색이고 목부분에 작은흰털이이씀 사람을넘 잘따르고요 칩도 내장되있어요.보호중이거나 목격하신분 보호해서 연락주세요.또목격하시면 제보주세요,http://www.angel.or.kr/report/dog/upImg/1659926227_1540999532.jpg
123,시 츄 , 수컷 , 1살 , 이름(쿠키),2022-08-04,"강원도 동해시 북삼동 농협 뒷편 어린이 놀이터, 방범대 부근",등에 고양이 같이 줄무늬가 있음 닭발 미용상태 흰검 블랙시츄,http://www.angel.or.kr/report/dog/upImg/1659922421_1706677700.jpg
124,제퍼니즈 스피츠 , 수컷 , 11살 , 이름(루피),2022-08-06,경상남도 사천시 삼천포 중앙여중,얼마전 털을 잘라 긴편은 아니고 등부분에 바리깡자국이남아있음 귀끝이 약간 노란빛을 뜀,http://www.angel.or.kr/report/dog/upImg/1659920561_1832022139.jpg
125,포메라니언 , 수컷 , 8살 , 이름(토미),2022-08-05,경상남도 의령군 정곡면 인근,사람을 잘 따릅니다 머리와 다리 빼고 털 밀었습니다 피부병때문에,http://www.angel.or.kr/report/dog/upImg/1659869990_734303754.jpg
126,믹스견 , 암컷 , 1살 , 이름(밤이),2022-08-07,경상남도 진주시 상봉동 대봉빌라 입구,"흰색, 갈색, 검정색털이 섞여있습니다. 많이 소심한 성격에 사람을 보면 피합니다. 현재 목줄을 차고있지 않습니다.",http://www.angel.or.kr/report/dog/upImg/1659852173_1259852973.jpg
127,포메라니언 , 암컷 , 8살 , 이름(쿠키),2022-08-05,경기도 광명시 광명시 밤안로 600,현재 머리와 몸 곳곳에 털이 빠져있고 입주변 가슴 발 끝에 조금씩 흰털이 있어요,http://www.angel.or.kr/report/dog/upImg/1659835456_1635469025.jpg
128,믹스견(불독처럼 생긴 대형견) , 암컷 , 5살 , 이름(검순),2022-08-05,경기도 양주시 양주 고읍동 우남아파트 쪽 (이디아커피집 쪽),털이 짧고 귀가 접혀있으며 대형견이고 얼굴에 주름이 있음,http://www.angel.or.kr/report/dog/upImg/1659794104_866904823.jpg
129,프랜치 불독 , 수컷 , 5살 , 이름(고짱가),2022-08-04,서울특별시 영등포구 신길역 5호선 3번출구 편의점 근처,통통하며 프렌치불독에 비해서는 다리가 깁니다 사람을 잘따라요,http://www.angel.or.kr/report/dog/upImg/1659648326_665668966.jpg
130,말티즈 , 수컷 , 12살 , 이름(로또),2022-07-31,경상북도 칠곡군 대구칠곡 동명 송산리 대성가구 근처,"3kg 미용 후 털이 조금 길어 눈을 가릴수도 있어요, 로또야 꼬기~ 하면 반응 하는 아이에요",http://www.angel.or.kr/report/dog/upImg/1659612717_1518079039.jpg
131,믹스견 , 수컷 , 4살 , 이름(로니),2022-08-03,경기도 고양시 덕양구 화정고양경찰서 부근,"갈색털이고, 배색은흰색털이 섞여있습니다 성격은 순해요 발부분은 하얗고 귀가 덮여있어요 현재 목줄을 차고있지않아요!ㅠ 무게는7~8kg입니다 중성화했습니다",http://www.angel.or.kr/report/dog/upImg/1659591110_981258011.jpg
132,래브라도 리트리버 , 수컷 , 5살 , 이름(짱구),2022-08-03,전라북도 남원시 노암동 근처에서 마지막 발견,가슴줄 빨간색 착용한채 놓침 입안에 검정 점이 있음,http://www.angel.or.kr/report/dog/upImg/1659589038_1128350536.jpg
133,말티즈 , 수컷 , 1살 , 이름(시월),2022-08-02,강원도 속초시 영랑동 양우아파트 부근,눈가에 눈물 자국 이 있는 편 이며 겁이 많으나 사람을 좋아함.실종 당시에 아무것도 입지않고있었음.,http://www.angel.or.kr/report/dog/upImg/1659521782_2027709746.jpg
134,포메라니언 , 암컷 , 1살미만 , 이름(솜이),2022-08-02,서울특별시 중랑구 봉화산중턱무당돌탑에서 성황당?앞에서털빚기던중사라짐,배부분에반점이여러개있어요 한쪽눈에 눈물자국있어요,http://www.angel.or.kr/report/dog/upImg/1659518325_1475650501.jpg
135,진돗개 , 암컷 , 3살 , 이름(라봄),2012-08-03,경기도 양평군 경기도 양평군 양평읍 대흥로 집에서 나감,몸 전체가 검정색이고 가슴부분과 앞발 끝부분에 흰색털이 있음,http://www.angel.or.kr/report/dog/upImg/1659520286_380045538.jpg
136,요크셔 테리어 , 암컷 , 15살 , 이름(단비),2022-08-03,강원도 영월군 자연과함께 캠핑장 계곡 사이트 5번,소형견이고 몸무게는 2.3정도 나가고요 머리에 핀을하고 다리에 털이 길어요,http://www.angel.or.kr/report/dog/upImg/1659504604_473071860.jpg
137,보더 콜리 , 수컷 , 1살 , 이름(상칠),2022-08-01,경기도 평택시 평택 고덕면 해창4리 부근,털뭉침이 많고 만져봤을 때 너무 말라서 갈비뼈가 그대로 만져져요 꼬리는 살짝 잘린건지 끝부분에 흰색이 거의 없어요,
138,말티즈 , 암컷 , 10살 , 이름(향기),2022-07-26,전라북도 남원시 남원시 아영면 당동마을부근,겁이많고 작은체구 내장칩되어있음,http://www.angel.or.kr/report/dog/upImg/1659520318_29940074.jpg
139,말티즈 , 암컷 , 7살 , 이름(일찐이),2022-08-01,서울특별시 영등포구 당산1가새마을금고본점 부근,부정교합 으로 혀바닥이 엄청길어요,http://www.angel.or.kr/report/dog/upImg/1659439802_2103972373.jpg
140,기타견종(슈나우져믹스견 입니다.) , 수컷 , 12살 , 이름(점프),2022-08-02,대전광역시 유성구 학하동 복사꽃피는집 인근,검은색 털이 곱슬거리고 걸을때 총총걷습니다.,http://www.angel.or.kr/report/dog/upImg/1659476034_1061538722.jpg
141,비숑 프리제 , 암컷 , 4살 , 이름(조샛별),2022-07-29,"경상남도 거제시 장목면 관포길 바닷가쪽, 골목길","사람을 좋아하고, 순한 성격입니다. 털이 곱슬곱슬합니다. 반려동물 등록제로 목에 내장칩 부착되어 있습니다.",http://www.angel.or.kr/report/dog/upImg/1659422220_1336270194.jpg
142,포메라니언 , 수컷 , 5살 , 이름(돌콩),2022-08-02,경상남도 진주시 신안동국제아파트,흰색 포메라니안,http://www.angel.or.kr/report/dog/upImg/1659413879_1586409311.jpg
143,포메라니언 , 수컷 , 6살 , 이름(슬옹),2022-07-31,전라남도 목포시 상동 신흥로 한솔문고뒤 펠리시티s 건물3층,훈련이잘되어있으며 손발톱이 길며 피부병이좀있어서 긁습니다 손발을 자주 핥습니다,http://www.angel.or.kr/report/dog/upImg/1659417797_212043275.jpg
144,믹스견 , 수컷 , 4살 , 이름(대박이),2022-08-01,경상북도 경주시 황성초등학교 부근,흰색 바탕에 누런 얼룩 순하지만 겁이 많음,http://www.angel.or.kr/report/dog/upImg/1659412748_720669519.jpg
